tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
AFP	This study		0.4	176.9	-18.2	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:38:19	1.13E-05	5.22E-08	7.17E-08	3.62E-08	8	273	Y211-5a_LP-DIR-AF-72	LT-AF-Z:LP-DIR-AF	g	237	pmagpy-4.2.50	Y211-5a	u	0.0025	0	0	0	2	273
AFP	This study		0.4	177.1	-18.3	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:40:41	1.13E-05	5.31E-08	6.49E-08	3.66E-08	8	273	Y211-5a_LP-DIR-AF-73	LT-AF-Z:LP-DIR-AF	g	238	pmagpy-4.2.50	Y211-5a	u	0.005	0	0	0	3	273
AFP	This study		0.4	177.1	-18.3	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:43:04	1.12E-05	5.36E-08	5.82E-08	3.68E-08	8	273	Y211-5a_LP-DIR-AF-74	LT-AF-Z:LP-DIR-AF	g	239	pmagpy-4.2.50	Y211-5a	u	0.0075	0	0	0	4	273
AFP	This study		0.2	177.1	-18.4	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:45:27	1.12E-05	5.44E-08	8.88E-09	3.70E-08	8	273	Y211-5a_LP-DIR-AF-75	LT-AF-Z:LP-DIR-AF	g	24	pmagpy-4.2.50	Y211-5a	u	0.01	0	0	0	5	273
AFP	This study		0.3	177	-18.4	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:47:49	1.11E-05	5.62E-08	4.74E-08	3.67E-08	8	273	Y211-5a_LP-DIR-AF-76	LT-AF-Z:LP-DIR-AF	g	241	pmagpy-4.2.50	Y211-5a	u	0.0125	0	0	0	6	273
AFP	This study		0.3	177.2	-18.4	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:50:12	1.11E-05	5.26E-08	3.40E-08	3.68E-08	8	273	Y211-5a_LP-DIR-AF-77	LT-AF-Z:LP-DIR-AF	g	242	pmagpy-4.2.50	Y211-5a	u	0.015	0	0	0	7	273
AFP	This study		0.4	177.3	-18.5	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:52:34	1.09E-05	5.39E-08	7.50E-08	3.62E-08	8	273	Y211-5a_LP-DIR-AF-78	LT-AF-Z:LP-DIR-AF	g	243	pmagpy-4.2.50	Y211-5a	u	0.02	0	0	0	8	273
AFP	This study		0.3	177.3	-18.6	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:54:56	1.07E-05	5.15E-08	5.16E-08	3.55E-08	8	273	Y211-5a_LP-DIR-AF-79	LT-AF-Z:LP-DIR-AF	g	244	pmagpy-4.2.50	Y211-5a	u	0.025	0	0	0	9	273
AFP	This study		0.3	177.4	-18.8	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:57:19	1.02E-05	4.78E-08	3.87E-08	3.38E-08	8	273	Y211-5a_LP-DIR-AF-80	LT-AF-Z:LP-DIR-AF	g	245	pmagpy-4.2.50	Y211-5a	u	0.03	0	0	0	1	273
AFP	This study		0.3	177.3	-18.9	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 12:59:41	9.30E-06	4.43E-08	4.48E-08	3.09E-08	8	273	Y211-5a_LP-DIR-AF-81	LT-AF-Z:LP-DIR-AF	g	246	pmagpy-4.2.50	Y211-5a	u	0.04	0	0	0	11	273
AFP	This study		0.3	177.5	-19.1	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 13:02:09	8.26E-06	3.98E-08	3.22E-08	2.74E-08	8	273	Y211-5a_LP-DIR-AF-82	LT-AF-Z:LP-DIR-AF	g	247	pmagpy-4.2.50	Y211-5a	u	0.05	0	0	0	12	273
AFP	This study		0.4	178.2	-19.2	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 13:04:32	7.21E-06	3.39E-08	4.69E-08	2.37E-08	8	273	Y211-5a_LP-DIR-AF-83	LT-AF-Z:LP-DIR-AF	g	248	pmagpy-4.2.50	Y211-5a	u	0.06	0	0	0	13	273
AFP	This study		0.3	178	-19.3	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 13:06:54	6.22E-06	3.08E-08	2.22E-08	2.05E-08	8	273	Y211-5a_LP-DIR-AF-84	LT-AF-Z:LP-DIR-AF	g	249	pmagpy-4.2.50	Y211-5a	u	0.07	0	0	0	14	273
AFP	This study		0.4	177.7	-19.1	Y211-5a_LP-DIR-AF	lancaste 2022-04-05 13:09:17	5.34E-06	2.69E-08	2.68E-08	1.76E-08	8	273	Y211-5a_LP-DIR-AF-85	LT-AF-Z:LP-DIR-AF	g	25	pmagpy-4.2.50	Y211-5a	u	0.08	0	0	0	15	273
AFP	This study		0.4	191.9	0.3	Y211-6a_LP-DIR-AF	lancaste 2022-03-24 15:15:40	1.35E-05	6.70E-08	8.40E-08	3.17E-08	8	273	Y211-6a_LP-DIR-AF-86	LT-NO:LP-DIR-AF	g	251	pmagpy-4.2.50	Y211-6a	u	0	0	0	0		273
AFP	This study		0.4	190.2	0.4	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:08:27	1.35E-05	7.03E-08	7.34E-08	3.46E-08	8	273	Y211-6a_LP-DIR-AF-87	LT-NO:LP-DIR-AF	g	252	pmagpy-4.2.50	Y211-6a	u	0	0	0	0	1	273
AFP	This study		0.3	190.4	0.3	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:10:53	1.35E-05	6.56E-08	6.01E-08	3.06E-08	8	273	Y211-6a_LP-DIR-AF-88	LT-AF-Z:LP-DIR-AF	g	253	pmagpy-4.2.50	Y211-6a	u	0.0025	0	0	0	2	273
AFP	This study		0.4	190.6	0.2	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:13:19	1.34E-05	7.03E-08	7.54E-08	3.05E-08	8	273	Y211-6a_LP-DIR-AF-89	LT-AF-Z:LP-DIR-AF	g	254	pmagpy-4.2.50	Y211-6a	u	0.005	0	0	0	3	273
AFP	This study		0.3	190.7	0.1	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:15:46	1.33E-05	6.89E-08	6.05E-08	3.02E-08	8	273	Y211-6a_LP-DIR-AF-90	LT-AF-Z:LP-DIR-AF	g	255	pmagpy-4.2.50	Y211-6a	u	0.0075	0	0	0	4	273
AFP	This study		0.3	190.9	-0.1	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:18:04	1.32E-05	6.66E-08	6.04E-08	3.02E-08	8	273	Y211-6a_LP-DIR-AF-91	LT-AF-Z:LP-DIR-AF	g	256	pmagpy-4.2.50	Y211-6a	u	0.01	0	0	0	5	273
AFP	This study		0.4	191.1	-0.2	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:20:22	1.30E-05	6.81E-08	6.42E-08	2.95E-08	8	273	Y211-6a_LP-DIR-AF-92	LT-AF-Z:LP-DIR-AF	g	257	pmagpy-4.2.50	Y211-6a	u	0.0125	0	0	0	6	273
AFP	This study		0.3	191.1	-0.3	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:22:48	1.28E-05	5.87E-08	6.55E-08	2.91E-08	8	273	Y211-6a_LP-DIR-AF-93	LT-AF-Z:LP-DIR-AF	g	258	pmagpy-4.2.50	Y211-6a	u	0.015	0	0	0	7	273
AFP	This study		0.3	191.5	-0.6	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:25:07	1.21E-05	5.71E-08	5.36E-08	2.78E-08	8	273	Y211-6a_LP-DIR-AF-94	LT-AF-Z:LP-DIR-AF	g	259	pmagpy-4.2.50	Y211-6a	u	0.02	0	0	0	8	273
AFP	This study		0.3	191.6	-0.8	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:27:25	1.12E-05	5.33E-08	4.89E-08	2.56E-08	8	273	Y211-6a_LP-DIR-AF-95	LT-AF-Z:LP-DIR-AF	g	26	pmagpy-4.2.50	Y211-6a	u	0.025	0	0	0	9	273
AFP	This study		0.3	192	-1.2	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:29:43	9.85E-06	4.27E-08	4.51E-08	2.24E-08	8	273	Y211-6a_LP-DIR-AF-96	LT-AF-Z:LP-DIR-AF	g	261	pmagpy-4.2.50	Y211-6a	u	0.03	0	0	0	1	273
AFP	This study		0.4	192.9	-1.6	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:32:02	8.03E-06	4.13E-08	3.82E-08	1.82E-08	8	273	Y211-6a_LP-DIR-AF-97	LT-AF-Z:LP-DIR-AF	g	262	pmagpy-4.2.50	Y211-6a	u	0.04	0	0	0	11	273
AFP	This study		0.5	192.3	-1.3	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:34:20	6.27E-06	3.60E-08	4.62E-08	1.41E-08	8	273	Y211-6a_LP-DIR-AF-98	LT-AF-Z:LP-DIR-AF	g	263	pmagpy-4.2.50	Y211-6a	u	0.05	0	0	0	12	273
AFP	This study		0.3	194	-1.9	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:36:39	4.99E-06	2.22E-08	2.51E-08	1.11E-08	8	273	Y211-6a_LP-DIR-AF-99	LT-AF-Z:LP-DIR-AF	g	264	pmagpy-4.2.50	Y211-6a	u	0.06	0	0	0	13	273
AFP	This study		0.5	195.9	-1.6	Y211-6a_LP-DIR-AF	lancaste 2022-04-21 16:38:58	3.20E-06	1.69E-08	2.24E-08	7.13E-09	8	273	Y211-6a_LP-DIR-AF-100	LT-AF-Z:LP-DIR-AF	g	265	pmagpy-4.2.50	Y211-6a	u	0.08	0	0	0	14	273
AFP	This study		0.4	213.4	44.3	Y211-7a_LP-DIR-T	lancaste 2022-03-24 15:17:52	6.39E-06	2.74E-08	3.07E-08	6.14E-09	8	273	Y211-7a_LP-DIR-T-101	LT-NO:LP-DIR-T	g	266	pmagpy-4.2.50	Y211-7a	u	0	0	0	0		273
AFP	This study		1	212.9	44.3	Y211-7a_LP-DIR-T	lancaste 2022-04-27 14:59:55	6.39E-06	7.39E-08	8.06E-08	2.02E-08	8	273	Y211-7a_LP-DIR-T-102	LT-NO:LP-DIR-T	g	267	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	1	273
AFP	This study		1.7	212.8	43.8	Y211-7a_LP-DIR-T	lancaste 2022-04-28 11:55:15	6.18E-06	1.11E-07	1.45E-07	1.91E-08	8	273	Y211-7a_LP-DIR-T-103	LT-T-Z:LP-DIR-T	g	268	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	2	373
AFP	This study		0.7	212.5	43.7	Y211-7a_LP-DIR-T	lancaste 2022-04-28 15:05:48	5.82E-06	5.60E-08	4.54E-08	1.74E-08	8	273	Y211-7a_LP-DIR-T-104	LT-T-Z:LP-DIR-T	g	269	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	3	473
AFP	This study		0.6	212.9	43.6	Y211-7a_LP-DIR-T	lancaste 2022-04-28 18:40:55	5.71E-06	4.92E-08	4.14E-08	1.97E-08	8	273	Y211-7a_LP-DIR-T-105	LT-T-Z:LP-DIR-T	g	27	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	4	523
AFP	This study		0.9	214.1	43.6	Y211-7a_LP-DIR-T	lancaste 2022-04-29 17:18:39	5.56E-06	6.71E-08	6.11E-08	1.83E-08	8	273	Y211-7a_LP-DIR-T-106	LT-T-Z:LP-DIR-T	g	271	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	5	573
AFP	This study		1.1	214.9	43.7	Y211-7a_LP-DIR-T	lancaste 2022-05-02 14:47:48	5.20E-06	7.08E-08	7.50E-08	1.64E-08	8	273	Y211-7a_LP-DIR-T-107	LT-T-Z:LP-DIR-T	g	272	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	6	623
AFP	This study		0.8	212.8	43.8	Y211-7a_LP-DIR-T	lancaste 2022-05-02 18:38:47	5.10E-06	5.91E-08	4.87E-08	1.60E-08	8	273	Y211-7a_LP-DIR-T-108	LT-T-Z:LP-DIR-T	g	273	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	7	673
AFP	This study		1.2	212.5	45.3	Y211-7a_LP-DIR-T	lancaste 2022-05-03 18:28:01	7.17E-07	1.05E-08	1.08E-08	5.07E-09	8	273	Y211-7a_LP-DIR-T-109	LT-T-Z:LP-DIR-T	g	274	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	8	723
AFP	This study		0.9	214.5	44.4	Y211-7a_LP-DIR-T	lancaste 2022-05-03 22:22:37	1.94E-07	2.92E-09	1.63E-09	3.94E-09	8	273	Y211-7a_LP-DIR-T-110	LT-T-Z:LP-DIR-T	g	275	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	9	748
AFP	This study		1.5	214.6	48.4	Y211-7a_LP-DIR-T	lancaste 2022-05-05 11:27:20	8.18E-08	1.17E-09	1.38E-09	2.00E-09	8	273	Y211-7a_LP-DIR-T-111	LT-T-Z:LP-DIR-T	g	276	pmagpy-4.2.50	Y211-7a	u	0	0	0	0	1	773
AFP	This study		0.3	215.3	45.6	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:25:14	5.84E-06	2.13E-08	2.09E-08	7.49E-09	8	273	Y211-7b_LP-DIR-AF-112	LT-NO:LP-DIR-AF	g	277	pmagpy-4.2.50	Y211-7b	u	0	0	0	0		273
AFP	This study		0.4	215.2	45.4	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:27:32	5.82E-06	2.05E-08	2.89E-08	1.01E-08	8	273	Y211-7b_LP-DIR-AF-113	LT-AF-Z:LP-DIR-AF	g	278	pmagpy-4.2.50	Y211-7b	u	0.0025	0	0	0	1	273
AFP	This study		0.2	215.2	45.3	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:29:49	5.79E-06	1.21E-08	1.84E-08	1.05E-08	8	273	Y211-7b_LP-DIR-AF-114	LT-AF-Z:LP-DIR-AF	g	279	pmagpy-4.2.50	Y211-7b	u	0.005	0	0	0	2	273
AFP	This study		0.3	215.1	45.2	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:32:07	5.74E-06	1.41E-08	2.36E-08	1.04E-08	8	273	Y211-7b_LP-DIR-AF-115	LT-AF-Z:LP-DIR-AF	g	28	pmagpy-4.2.50	Y211-7b	u	0.0075	0	0	0	3	273
AFP	This study		0.4	215	45.1	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:34:25	5.70E-06	2.07E-08	2.81E-08	1.04E-08	8	273	Y211-7b_LP-DIR-AF-116	LT-AF-Z:LP-DIR-AF	g	281	pmagpy-4.2.50	Y211-7b	u	0.01	0	0	0	4	273
AFP	This study		0.4	215	45	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:36:42	5.65E-06	2.11E-08	2.88E-08	1.04E-08	8	273	Y211-7b_LP-DIR-AF-117	LT-AF-Z:LP-DIR-AF	g	282	pmagpy-4.2.50	Y211-7b	u	0.0125	0	0	0	5	273
AFP	This study		0.4	215.3	45	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:39:00	5.60E-06	1.89E-08	2.88E-08	1.03E-08	8	273	Y211-7b_LP-DIR-AF-118	LT-AF-Z:LP-DIR-AF	g	283	pmagpy-4.2.50	Y211-7b	u	0.015	0	0	0	6	273
AFP	This study		0.4	215	45	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:41:18	5.45E-06	2.00E-08	2.69E-08	1.01E-08	8	273	Y211-7b_LP-DIR-AF-119	LT-AF-Z:LP-DIR-AF	g	284	pmagpy-4.2.50	Y211-7b	u	0.02	0	0	0	7	273
AFP	This study		0.3	215.2	44.9	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:43:51	5.25E-06	1.39E-08	1.77E-08	9.89E-09	8	273	Y211-7b_LP-DIR-AF-120	LT-AF-Z:LP-DIR-AF	g	285	pmagpy-4.2.50	Y211-7b	u	0.025	0	0	0	8	273
AFP	This study		0.3	215.4	44.8	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:46:09	4.89E-06	1.08E-08	1.77E-08	9.11E-09	8	273	Y211-7b_LP-DIR-AF-121	LT-AF-Z:LP-DIR-AF	g	286	pmagpy-4.2.50	Y211-7b	u	0.03	0	0	0	9	273
AFP	This study		0.3	215.2	44.6	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:48:26	4.31E-06	9.92E-09	1.61E-08	8.16E-09	8	273	Y211-7b_LP-DIR-AF-122	LT-AF-Z:LP-DIR-AF	g	287	pmagpy-4.2.50	Y211-7b	u	0.04	0	0	0	1	273
AFP	This study		0.3	216.1	44.6	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:50:43	3.69E-06	1.16E-08	1.80E-08	6.94E-09	8	273	Y211-7b_LP-DIR-AF-123	LT-AF-Z:LP-DIR-AF	g	288	pmagpy-4.2.50	Y211-7b	u	0.05	0	0	0	11	273
AFP	This study		0.4	216.1	44.8	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:53:01	3.10E-06	1.22E-08	1.83E-08	5.86E-09	8	273	Y211-7b_LP-DIR-AF-124	LT-AF-Z:LP-DIR-AF	g	289	pmagpy-4.2.50	Y211-7b	u	0.06	0	0	0	12	273
AFP	This study		0.3	215.4	44.4	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:55:19	2.60E-06	5.55E-09	9.43E-09	4.88E-09	8	273	Y211-7b_LP-DIR-AF-125	LT-AF-Z:LP-DIR-AF	g	29	pmagpy-4.2.50	Y211-7b	u	0.07	0	0	0	13	273
AFP	This study		0.2	215.8	43.6	Y211-7b_LP-DIR-AF	lancaste 2022-03-30 16:57:38	2.17E-06	4.99E-09	6.10E-09	4.15E-09	8	273	Y211-7b_LP-DIR-AF-126	LT-AF-Z:LP-DIR-AF	g	291	pmagpy-4.2.50	Y211-7b	u	0.08	0	0	0	14	273
AFP	This study		0.4	133.6	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-03-24 15:20:05	3.31E-05	1.62E-07	1.53E-07	2.35E-08	8	273	Y211-9a_LP-DIR-AF-127	LT-NO:LP-DIR-AF	g	292	pmagpy-4.2.50	Y211-9a	u	0	0	0	0		273
AFP	This study		0.5	134	76.3	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:40:44	3.31E-05	2.03E-07	2.09E-07	2.63E-08	8	273	Y211-9a_LP-DIR-AF-128	LT-NO:LP-DIR-AF	g	293	pmagpy-4.2.50	Y211-9a	u	0	0	0	0	1	273
AFP	This study		0.3	133.9	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:43:07	3.31E-05	1.46E-07	1.17E-07	1.30E-08	8	273	Y211-9a_LP-DIR-AF-129	LT-AF-Z:LP-DIR-AF	g	294	pmagpy-4.2.50	Y211-9a	u	0.0025	0	0	0	2	273
AFP	This study		0.3	133.9	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:45:28	3.30E-05	1.40E-07	1.07E-07	1.37E-08	8	273	Y211-9a_LP-DIR-AF-130	LT-AF-Z:LP-DIR-AF	g	295	pmagpy-4.2.50	Y211-9a	u	0.005	0	0	0	3	273
AFP	This study		0.3	133.7	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:47:50	3.28E-05	1.26E-07	1.04E-07	1.37E-08	8	273	Y211-9a_LP-DIR-AF-131	LT-AF-Z:LP-DIR-AF	g	296	pmagpy-4.2.50	Y211-9a	u	0.0075	0	0	0	4	273
AFP	This study		0.3	133.6	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:50:12	3.27E-05	1.42E-07	1.02E-07	9.78E-09	8	273	Y211-9a_LP-DIR-AF-132	LT-AF-Z:LP-DIR-AF	g	297	pmagpy-4.2.50	Y211-9a	u	0.01	0	0	0	5	273
AFP	This study		0.3	133.7	76.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:52:34	3.24E-05	1.32E-07	1.20E-07	1.38E-08	8	273	Y211-9a_LP-DIR-AF-133	LT-AF-Z:LP-DIR-AF	g	298	pmagpy-4.2.50	Y211-9a	u	0.0125	0	0	0	6	273
AFP	This study		0.3	133.2	76.1	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:54:55	3.20E-05	1.30E-07	1.12E-07	1.36E-08	8	273	Y211-9a_LP-DIR-AF-134	LT-AF-Z:LP-DIR-AF	g	299	pmagpy-4.2.50	Y211-9a	u	0.015	0	0	0	7	273
AFP	This study		0.3	133	76.1	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:57:18	3.08E-05	1.22E-07	9.72E-08	1.35E-08	8	273	Y211-9a_LP-DIR-AF-135	LT-AF-Z:LP-DIR-AF	g	3	pmagpy-4.2.50	Y211-9a	u	0.02	0	0	0	8	273
AFP	This study		0.3	132.7	76	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 13:59:40	2.90E-05	1.16E-07	1.00E-07	1.22E-08	8	273	Y211-9a_LP-DIR-AF-136	LT-AF-Z:LP-DIR-AF	g	301	pmagpy-4.2.50	Y211-9a	u	0.025	0	0	0	9	273
AFP	This study		0.3	132	75.8	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:02:02	2.59E-05	1.17E-07	8.29E-08	1.09E-08	8	273	Y211-9a_LP-DIR-AF-137	LT-AF-Z:LP-DIR-AF	g	302	pmagpy-4.2.50	Y211-9a	u	0.03	0	0	0	1	273
AFP	This study		0.3	132.2	75.7	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:04:24	2.15E-05	8.79E-08	7.62E-08	7.74E-09	8	273	Y211-9a_LP-DIR-AF-138	LT-AF-Z:LP-DIR-AF	g	303	pmagpy-4.2.50	Y211-9a	u	0.04	0	0	0	11	273
AFP	This study		0.3	131.6	75.6	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:06:47	1.75E-05	7.32E-08	6.32E-08	5.33E-09	8	273	Y211-9a_LP-DIR-AF-139	LT-AF-Z:LP-DIR-AF	g	304	pmagpy-4.2.50	Y211-9a	u	0.05	0	0	0	12	273
AFP	This study		0.3	131.3	75.2	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:09:09	1.40E-05	6.47E-08	5.13E-08	3.42E-09	8	273	Y211-9a_LP-DIR-AF-140	LT-AF-Z:LP-DIR-AF	g	305	pmagpy-4.2.50	Y211-9a	u	0.06	0	0	0	13	273
AFP	This study		0.3	133.9	75.3	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:11:32	1.11E-05	4.81E-08	4.12E-08	1.91E-09	8	273	Y211-9a_LP-DIR-AF-141	LT-AF-Z:LP-DIR-AF	g	306	pmagpy-4.2.50	Y211-9a	u	0.07	0	0	0	14	273
AFP	This study		0.3	136.6	75.4	Y211-9a_LP-DIR-AF	lancaste 2022-04-06 14:13:55	9.01E-06	3.97E-08	2.99E-08	1.36E-09	8	273	Y211-9a_LP-DIR-AF-142	LT-AF-Z:LP-DIR-AF	g	307	pmagpy-4.2.50	Y211-9a	u	0.08	0	0	0	15	273
AFP	This study		0.4	171.1	19.6	Y213-10a_LP-DIR-AF	lancaste 2022-03-24 16:01:25	2.74E-06	1.92E-08	1.20E-08	9.74E-09	8	273	Y213-10a_LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	308	pmagpy-4.2.50	Y213-10a	u	0	0	0	0		273
AFP	This study		0.4	171.2	19.6	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:36:44	2.73E-06	1.93E-08	1.47E-08	1.08E-08	8	273	Y213-10a_LP-DIR-AF-2	LT-NO:LP-DIR-AF	g	309	pmagpy-4.2.50	Y213-10a	u	0	0	0	0	1	273
AFP	This study		0.3	171	19.6	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:39:02	2.74E-06	1.84E-08	1.07E-08	7.07E-09	8	273	Y213-10a_LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	31	pmagpy-4.2.50	Y213-10a	u	0.0025	0	0	0	2	273
AFP	This study		0.3	171.2	19.6	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:41:20	2.71E-06	1.89E-08	7.76E-09	7.00E-09	8	273	Y213-10a_LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	311	pmagpy-4.2.50	Y213-10a	u	0.005	0	0	0	3	273
AFP	This study		0.3	171.2	19.6	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:43:38	2.67E-06	1.80E-08	1.27E-08	6.93E-09	8	273	Y213-10a_LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	312	pmagpy-4.2.50	Y213-10a	u	0.0075	0	0	0	4	273
AFP	This study		0.2	171.4	19.7	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:45:57	2.59E-06	1.69E-08	5.28E-09	6.71E-09	8	273	Y213-10a_LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	313	pmagpy-4.2.50	Y213-10a	u	0.01	0	0	0	5	273
AFP	This study		0.2	171.4	19.7	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:48:16	2.50E-06	1.57E-08	8.64E-09	6.57E-09	8	273	Y213-10a_LP-DIR-AF-7	LT-AF-Z:LP-DIR-AF	g	314	pmagpy-4.2.50	Y213-10a	u	0.0125	0	0	0	6	273
AFP	This study		0.3	171.4	19.7	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:50:34	2.40E-06	1.57E-08	9.19E-09	6.31E-09	8	273	Y213-10a_LP-DIR-AF-8	LT-AF-Z:LP-DIR-AF	g	315	pmagpy-4.2.50	Y213-10a	u	0.015	0	0	0	7	273
AFP	This study		0.3	171.4	19.9	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:52:52	2.23E-06	1.20E-08	9.18E-09	5.82E-09	8	273	Y213-10a_LP-DIR-AF-9	LT-AF-Z:LP-DIR-AF	g	316	pmagpy-4.2.50	Y213-10a	u	0.02	0	0	0	8	273
AFP	This study		0.3	171.6	19.8	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:55:11	2.09E-06	1.46E-08	5.88E-09	5.48E-09	8	273	Y213-10a_LP-DIR-AF-10	LT-AF-Z:LP-DIR-AF	g	317	pmagpy-4.2.50	Y213-10a	u	0.025	0	0	0	9	273
AFP	This study		0.2	171.5	19.9	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:57:30	1.94E-06	1.19E-08	7.33E-09	5.03E-09	8	273	Y213-10a_LP-DIR-AF-11	LT-AF-Z:LP-DIR-AF	g	318	pmagpy-4.2.50	Y213-10a	u	0.03	0	0	0	1	273
AFP	This study		0.3	171.7	19.8	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 16:59:48	1.80E-06	1.20E-08	6.45E-09	4.66E-09	8	273	Y213-10a_LP-DIR-AF-12	LT-AF-Z:LP-DIR-AF	g	319	pmagpy-4.2.50	Y213-10a	u	0.04	0	0	0	11	273
AFP	This study		0.3	172.3	20	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 17:02:06	1.69E-06	1.13E-08	7.83E-09	4.38E-09	8	273	Y213-10a_LP-DIR-AF-13	LT-AF-Z:LP-DIR-AF	g	32	pmagpy-4.2.50	Y213-10a	u	0.05	0	0	0	12	273
AFP	This study		0.3	171.7	20	Y213-10a_LP-DIR-AF	lancaste 2022-04-19 17:04:25	1.62E-06	1.10E-08	6.68E-09	4.23E-09	8	273	Y213-10a_LP-DIR-AF-14	LT-AF-Z:LP-DIR-AF	g	321	pmagpy-4.2.50	Y213-10a	u	0.06	0	0	0	13	273
